2617,11,ירושלים ,3000,ירושלים ,9543 ,אלשה ,synonym of 110 ,110
2618,11,ירושלים ,3000,ירושלים ,111 ,מיכל ,official ,111
2619,11,ירושלים ,3000,ירושלים ,112 ,אחינעם ,official ,112
2620,11,ירושלים ,3000,ירושלים ,9544 ,אחינועם ,synonym of 112 ,112
2621,11,ירושלים ,3000,ירושלים ,113 ,מחניים ,official ,113
2622,11,ירושלים ,3000,ירושלים ,114 ,הרב נאה ,official ,114
2623,11,ירושלים ,3000,ירושלים ,9545 ,נאה ,synonym of 114 ,114
2624,11,ירושלים ,3000,ירושלים ,9546 ,הגראח נאה ,synonym of 114 ,114
2625,11,ירושלים ,3000,ירושלים ,115 ,אור אלחנן ,official ,115
2626,11,ירושלים ,3000,ירושלים ,9547 ,אלחנן אור ,synonym of 115 ,115
2627,11,ירושלים ,3000,ירושלים ,116 ,שמואל הנביא ,official ,116
2628,11,ירושלים ,3000,ירושלים ,9548 ,שמואל נביא ,synonym of 116 ,116
2629,11,ירושלים ,3000,ירושלים ,9549 ,ש חסכ ש נבי ,synonym of 116 ,116
2630,11,ירושלים ,3000,ירושלים ,9550 ,ש מפון ש נב ,synonym of 116 ,116
2631,11,ירושלים ,3000,ירושלים ,9551 ,שמואל נביא ש ,synonym of 116 ,116
2632,11,ירושלים ,3000,ירושלים ,9552 ,עמידר ש נבי ,synonym of 116 ,116
2633,11,ירושלים ,3000,ירושלים ,9553 ,שמואל הנבאי ,synonym of 116 ,116
2634,11,ירושלים ,3000,ירושלים ,9554 ,הנביא שמואל ,synonym of 116 ,116
2635,11,ירושלים ,3000,ירושלים ,9555 ,שמואל ,synonym of 116 ,116
2636,11,ירושלים ,3000,ירושלים ,117 ,קארו יוסף ,official ,117
2637,11,ירושלים ,3000,ירושלים ,9556 ,יוסף קארו ,synonym of 117 ,117
2638,11,ירושלים ,3000,ירושלים ,9557 ,קארו ,synonym of 117 ,117
2639,11,ירושלים ,3000,ירושלים ,118 ,בית ישראל ,official ,118
2640,11,ירושלים ,3000,ירושלים ,9558 ,מגיני מולדת ,synonym of 118 ,118
2641,11,ירושלים ,3000,ירושלים ,119 ,אשכנזי ,official ,119
2642,11,ירושלים ,3000,ירושלים ,9559 ,בצלאל אשכנזי ,synonym of 119 ,119
2643,11,ירושלים ,3000,ירושלים ,9560 ,אשכנזי בצלאל ,synonym of 119 ,119
2644,11,ירושלים ,3000,ירושלים ,120 ,פולונסקי ,official ,120
2645,11,ירושלים ,3000,ירושלים ,9561 ,פולונסקי יש ,synonym of 120 ,120
2646,11,ירושלים ,3000,ירושלים ,9562 ,פולנסקי ,synonym of 120 ,120
2647,11,ירושלים ,3000,ירושלים ,121 ,רבנו גרשום ,official ,121
2648,11,ירושלים ,3000,ירושלים ,9563 ,רבנו גרשם ,synonym of 121 ,121
2649,11,ירושלים ,3000,ירושלים ,9564 ,רבינו גרשום ,synonym of 121 ,121
2650,11,ירושלים ,3000,ירושלים ,122 ,מוסיוף שלמה ,official ,122
2651,11,ירושלים ,3000,ירושלים ,9565 ,שלמה מוסיוף ,synonym of 122 ,122
2652,11,ירושלים ,3000,ירושלים ,9566 ,מוסיוף ,synonym of 122 ,122
2653,11,ירושלים ,3000,ירושלים ,9567 ,מוסאיוף ,synonym of 122 ,122
2654,11,ירושלים ,3000,ירושלים ,123 ,יואל ,official ,123
2655,11,ירושלים ,3000,ירושלים ,124 ,אדניהו הכהן ,official ,124
2656,11,ירושלים ,3000,ירושלים ,9568 ,אדוניהו הכהן ,synonym of 124 ,124
2657,11,ירושלים ,3000,ירושלים ,9569 ,אדניהו כהן ,synonym of 124 ,124
2658,11,ירושלים ,3000,ירושלים ,9570 ,אדוניה הכהן ,synonym of 124 ,124
2659,11,ירושלים ,3000,ירושלים ,9571 ,אדינהו הכהן ,synonym of 124 ,124
2660,11,ירושלים ,3000,ירושלים ,125 ,רחובות הבוכרים ,official ,125
2661,11,ירושלים ,3000,ירושלים ,9572 ,בוכרים ,synonym of 125 ,125
2662,11,ירושלים ,3000,ירושלים ,9573 ,ב זקנ בוכרי ,synonym of 125 ,125
2663,11,ירושלים ,3000,ירושלים ,9574 ,יצחק ,synonym of 125 ,125
2664,11,ירושלים ,3000,ירושלים ,9575 ,יעקב דוד ,synonym of 125 ,125
2665,11,ירושלים ,3000,ירושלים ,9576 ,הבוכרים שכ ,synonym of 125 ,125
2666,11,ירושלים ,3000,ירושלים ,9577 ,רחובות בוכרי ,synonym of 125 ,125
2667,11,ירושלים ,3000,ירושלים ,9578 ,הבוכרים ,synonym of 125 ,125
2668,11,ירושלים ,3000,ירושלים ,9579 ,רחובות הבוכר ,synonym of 125 ,125
2669,11,ירושלים ,3000,ירושלים ,9580 ,הבוכרים רחובות ,synonym of 125 ,125
2670,11,ירושלים ,3000,ירושלים ,9581 ,רחובות בוכרים ,synonym of 125 ,125
2671,11,ירושלים ,3000,ירושלים ,126 ,עזרא ,official ,126
2672,11,ירושלים ,3000,ירושלים ,127 ,ישא ברכה ,official ,127
2673,11,ירושלים ,3000,ירושלים ,128 ,תלמודי אברהם ,official ,128
2674,11,ירושלים ,3000,ירושלים ,9582 ,אברהם תלמודי ,synonym of 128 ,128
2675,11,ירושלים ,3000,ירושלים ,9583 ,תלמודי ,synonym of 128 ,128
2676,11,ירושלים ,3000,ירושלים ,129 ,גול בן ציון ,official ,129
2677,11,ירושלים ,3000,ירושלים ,9584 ,בן ציון גול ,synonym of 129 ,129
2678,11,ירושלים ,3000,ירושלים ,130 ,דוד החזן ,official ,130
2679,11,ירושלים ,3000,ירושלים ,9585 ,חזן דוד ,synonym of 130 ,130
2680,11,ירושלים ,3000,ירושלים ,131 ,פרחי חיים ,official ,131
2681,11,ירושלים ,3000,ירושלים ,9586 ,פרחי שלום ,synonym of 131 ,131
2682,11,ירושלים ,3000,ירושלים ,9587 ,חיים פרחי ,synonym of 131 ,131
2683,11,ירושלים ,3000,ירושלים ,132 ,זכריה הרופא ,official ,132
2684,11,ירושלים ,3000,ירושלים ,9588 ,זכריא הרופא ,synonym of 132 ,132
2685,11,ירושלים ,3000,ירושלים ,133 ,רצאבי ,official ,133
2686,11,ירושלים ,3000,ירושלים ,134 ,חבשוש ,official ,134
2687,11,ירושלים ,3000,ירושלים ,135 ,קאפח ,official ,135
2688,11,ירושלים ,3000,ירושלים ,9589 ,קאפח יחיא ,synonym of 135 ,135
2689,11,ירושלים ,3000,ירושלים ,136 ,בן עמרם ,official ,136
2690,11,ירושלים ,3000,ירושלים ,9590 ,בן אברהם דוד ,synonym of 136 ,136
2691,11,ירושלים ,3000,ירושלים ,137 ,חיבר ,official ,137
2692,11,ירושלים ,3000,ירושלים ,138 ,הרב חכם שמעון ,official ,138
2693,11,ירושלים ,3000,ירושלים ,9591 ,חכם שמעון ,synonym of 138 ,138
2694,11,ירושלים ,3000,ירושלים ,9592 ,הרב שמעון חכם ,synonym of 138 ,138
2695,11,ירושלים ,3000,ירושלים ,9593 ,הרב חכם ,synonym of 138 ,138
2696,11,ירושלים ,3000,ירושלים ,139 ,צהרי יחיא ,official ,139
2697,11,ירושלים ,3000,ירושלים ,9594 ,דהרי יחיא ,synonym of 139 ,139
2698,11,ירושלים ,3000,ירושלים ,9595 ,דהרי ,synonym of 139 ,139
2699,11,ירושלים ,3000,ירושלים ,9596 ,יחיא צהרי ,synonym of 139 ,139
2700,11,ירושלים ,3000,ירושלים ,9597 ,צהרי ,synonym of 139 ,139
2701,11,ירושלים ,3000,ירושלים ,9598 ,יצהרי ,synonym of 139 ,139
2702,11,ירושלים ,3000,ירושלים ,140 ,תרמב ,official ,140
2703,11,ירושלים ,3000,ירושלים ,9599 ,תרמב ,synonym of 140 ,140
2704,11,ירושלים ,3000,ירושלים ,141 ,הרב עדני ,official ,141
2705,11,ירושלים ,3000,ירושלים ,9600 ,חצר קרלין ,synonym of 141 ,141
2706,11,ירושלים ,3000,ירושלים ,9601 ,עדני ,synonym of 141 ,141
2707,11,ירושלים ,3000,ירושלים ,9602 ,עדני הרב ,synonym of 141 ,141
2708,11,ירושלים ,3000,ירושלים ,142 ,לייב דיין ,official ,142
2709,11,ירושלים ,3000,ירושלים ,9603 ,ליב דיין ,synonym of 142 ,142
2710,11,ירושלים ,3000,ירושלים ,9604 ,דיין ,synonym of 142 ,142
2711,11,ירושלים ,3000,ירושלים ,9605 ,דיין לייב ,synonym of 142 ,142
2712,11,ירושלים ,3000,ירושלים ,143 ,זוננפלד ,official ,143
2713,11,ירושלים ,3000,ירושלים ,9606 ,זוננפלד סמ ,synonym of 143 ,143
2714,11,ירושלים ,3000,ירושלים ,9607 ,ככר אלקנה ,synonym of 143 ,143
2715,11,ירושלים ,3000,ירושלים ,9608 ,סמ זוננפלד ,synonym of 143 ,143
2716,11,ירושלים ,3000,ירושלים ,144 ,העמלים ,official ,144
2717,11,ירושלים ,3000,ירושלים ,145 ,בלזר יצחק ,official ,145
2718,11,ירושלים ,3000,ירושלים ,9609 ,יצחק גלזר ,synonym of 145 ,145
2719,11,ירושלים ,3000,ירושלים ,9610 ,גלזר יצחק ,synonym of 145 ,145
2720,11,ירושלים ,3000,ירושלים ,9611 ,יצחק בלזר ,synonym of 145 ,145
2721,11,ירושלים ,3000,ירושלים ,9612 ,בלזר ,synonym of 145 ,145
2722,11,ירושלים ,3000,ירושלים ,9613 ,גלזר ,synonym of 145 ,145
2723,11,ירושלים ,3000,ירושלים ,146 ,אורבך אפרים ,official ,146
2724,11,ירושלים ,3000,ירושלים ,9614 ,אוירבך ,synonym of 146 ,146
2725,11,ירושלים ,3000,ירושלים ,9615 ,אפרים אורבך ,synonym of 146 ,146
2726,11,ירושלים ,3000,ירושלים ,9616 ,אורבך ,synonym of 146 ,146
2727,11,ירושלים ,3000,ירושלים ,9617 ,אברבוך ,synonym of 146 ,146
2728,11,ירושלים ,3000,ירושלים ,9618 ,אורבוך ,synonym of 146 ,146
2729,11,ירושלים ,3000,ירושלים ,147 ,הרב אשלג ,official ,147
2730,11,ירושלים ,3000,ירושלים ,9619 ,אשלג ,synonym of 147 ,147
2731,11,ירושלים ,3000,ירושלים ,9620 ,אשלג הרב ,synonym of 147 ,147
2732,11,ירושלים ,3000,ירושלים ,148 ,אמדורסקי ירחמיאל ,official ,148
2733,11,ירושלים ,3000,ירושלים ,9621 ,ירחמיאל אמדורסקי ,synonym of 148 ,148
2734,11,ירושלים ,3000,ירושלים ,9622 ,אמדורסקי ,synonym of 148 ,148
2735,11,ירושלים ,3000,ירושלים ,149 ,חיים עוזר ,official ,149
2736,11,ירושלים ,3000,ירושלים ,9623 ,עוזר חיים ,synonym of 149 ,149
2737,11,ירושלים ,3000,ירושלים ,150 ,לפידות ,official ,150
2738,11,ירושלים ,3000,ירושלים ,151 ,שערי פנה ,official ,151
2739,11,ירושלים ,3000,ירושלים ,9624 ,ש פנה ב קשוף ,synonym of 151 ,151
2740,11,ירושלים ,3000,ירושלים ,9625 ,שערי פינה ,synonym of 151 ,151
2741,11,ירושלים ,3000,ירושלים ,152 ,רייכמן ,official ,152
2742,11,ירושלים ,3000,ירושלים ,9626 ,ריכמן ,synonym of 152 ,152
2743,11,ירושלים ,3000,ירושלים ,9627 ,רייכמן י מ ,synonym of 152 ,152
2744,11,ירושלים ,3000,ירושלים ,153 ,פרידמן ,official ,153
2745,11,ירושלים ,3000,ירושלים ,9628 ,הכהנים ,synonym of 153 ,153
2746,11,ירושלים ,3000,ירושלים ,9629 ,דוד פרידמן ,synonym of 153 ,153
2747,11,ירושלים ,3000,ירושלים ,9630 ,פרידמן דוד ,synonym of 153 ,153
2748,11,ירושלים ,3000,ירושלים ,9631 ,הרב פרידמן ,synonym of 153 ,153
2749,11,ירושלים ,3000,ירושלים ,154 ,חכמי לובלין ,official ,154
2750,11,ירושלים ,3000,ירושלים ,9632 ,לובלין ,synonym of 154 ,154
2751,11,ירושלים ,3000,ירושלים ,9633 ,שפירא מאיר ,synonym of 154 ,154
2752,11,ירושלים ,3000,ירושלים ,155 ,הבעשט ,official ,155
2753,11,ירושלים ,3000,ירושלים ,9634 ,הבעשט ,synonym of 155 ,155
2754,11,ירושלים ,3000,ירושלים ,9635 ,בעל שם טוב ,synonym of 155 ,155
2755,11,ירושלים ,3000,ירושלים ,9636 ,בעשט ,synonym of 155 ,155
2756,11,ירושלים ,3000,ירושלים ,156 ,רוקח שמעון ,official ,156
2757,11,ירושלים ,3000,ירושלים ,9637 ,רוקח ,synonym of 156 ,156
2758,11,ירושלים ,3000,ירושלים ,9638 ,שמעון רוקח ,synonym of 156 ,156
2759,11,ירושלים ,3000,ירושלים ,157 ,יהושפט ,official ,157
2760,11,ירושלים ,3000,ירושלים ,158 ,כנסת מרדכי ,official ,158
2761,11,ירושלים ,3000,ירושלים ,159 ,מזרחי יוסף ,official ,159
2762,11,ירושלים ,3000,ירושלים ,9639 ,ישיבת מיר ,synonym of 159 ,159
2763,11,ירושלים ,3000,ירושלים ,9640 ,יוסף מזרחי ,synonym of 159 ,159
2764,11,ירושלים ,3000,ירושלים ,9641 ,מזרחי יוחנן ,synonym of 159 ,159
2765,11,ירושלים ,3000,ירושלים ,9642 ,יוחנן מזרחי ,synonym of 159 ,159
2766,11,ירושלים ,3000,ירושלים ,9643 ,מזרחי יוחנן יוסף ,synonym of 159 ,159
2767,11,ירושלים ,3000,ירושלים ,9644 ,מזרחי יוסף יוחנן ,synonym of 159 ,159
2768,11,ירושלים ,3000,ירושלים ,160 ,רפפורט ,official ,160
2769,11,ירושלים ,3000,ירושלים ,9645 ,ברוך רפפורט ,synonym of 160 ,160
2770,11,ירושלים ,3000,ירושלים ,161 ,שערי שמיים ,official ,161
2771,11,ירושלים ,3000,ירושלים ,9646 ,שערי שמים ,synonym of 161 ,161
2772,11,ירושלים ,3000,ירושלים ,162 ,מאה שערים ,official ,162
2773,11,ירושלים ,3000,ירושלים ,9647 ,שערי תורה י ,synonym of 162 ,162
2774,11,ירושלים ,3000,ירושלים ,9648 ,בתי פרלין ,synonym of 162 ,162
2775,11,ירושלים ,3000,ירושלים ,9649 ,מאה שערים רח ,synonym of 162 ,162
2776,11,ירושלים ,3000,ירושלים ,9650 ,ישיבת שערי תורה ,synonym of 162 ,162
2777,11,ירושלים ,3000,ירושלים ,163 ,גוש 60 מוסררה ,official ,163
2778,11,ירושלים ,3000,ירושלים ,9651 ,גוש 60 מוסרר ,synonym of 163 ,163
2779,11,ירושלים ,3000,ירושלים ,164 ,עין יעקב ,official ,164
2780,11,ירושלים ,3000,ירושלים ,165 ,בעל התניא ,official ,165
2781,11,ירושלים ,3000,ירושלים ,9652 ,מעירי שחר ,synonym of 165 ,165
2782,11,ירושלים ,3000,ירושלים ,166 ,חברת תהילים ,official ,166
2783,11,ירושלים ,3000,ירושלים ,9653 ,חברת תהלים ,synonym of 166 ,166
2784,11,ירושלים ,3000,ירושלים ,167 ,חברת שס ,official ,167
2785,11,ירושלים ,3000,ירושלים ,9654 ,חברת שס ,synonym of 167 ,167
2786,11,ירושלים ,3000,ירושלים ,168 ,בלכר נחום ,official ,168
2787,11,ירושלים ,3000,ירושלים ,9655 ,נחום בלכר ,synonym of 168 ,168
2788,11,ירושלים ,3000,ירושלים ,9656 ,בלכר ,synonym of 168 ,168
2789,11,ירושלים ,3000,ירושלים ,169 ,ישועת יעקב ,official ,169
2790,11,ירושלים ,3000,ירושלים ,170 ,חברת משניות ,official ,170
2791,11,ירושלים ,3000,ירושלים ,171 ,הכנסת אורחים ,official ,171
2792,11,ירושלים ,3000,ירושלים ,172 ,עונג שבת ,official ,172
2793,11,ירושלים ,3000,ירושלים ,173 ,הרב סלנט ,official ,173
2794,11,ירושלים ,3000,ירושלים ,9657 ,סלנט הרב ,synonym of 173 ,173
2795,11,ירושלים ,3000,ירושלים ,9658 ,שמואל סלנט ,synonym of 173 ,173
2796,11,ירושלים ,3000,ירושלים ,9659 ,סלנט ,synonym of 173 ,173
2797,11,ירושלים ,3000,ירושלים ,174 ,חנן ,official ,174
2798,11,ירושלים ,3000,ירושלים ,175 ,אדמון ,official ,175
2799,11,ירושלים ,3000,ירושלים ,176 ,חוני המעגל ,official ,176
2800,11,ירושלים ,3000,ירושלים ,177 ,נחום איש גמזו ,official ,177
2801,11,ירושלים ,3000,ירושלים ,9660 ,איש גמזו ,synonym of 177 ,177
2802,11,ירושלים ,3000,ירושלים ,9661 ,נחום א גמזו ,synonym of 177 ,177
2803,11,ירושלים ,3000,ירושלים ,9662 ,גמזו ,synonym of 177 ,177
2804,11,ירושלים ,3000,ירושלים ,178 ,חסד לאברהם ,official ,178
2805,11,ירושלים ,3000,ירושלים ,179 ,אמת ליעקב ,official ,179
2806,11,ירושלים ,3000,ירושלים ,9663 ,ב אברהם ישי ,synonym of 179 ,179
2807,11,ירושלים ,3000,ירושלים ,180 ,בהרן שלמה זלמן ,official ,180
2808,11,ירושלים ,3000,ירושלים ,9664 ,שלמה זלמן בהרן ,synonym of 180 ,180
2809,11,ירושלים ,3000,ירושלים ,9665 ,שלמה זלמן ,synonym of 180 ,180
2810,11,ירושלים ,3000,ירושלים ,9666 ,בהרן ,synonym of 180 ,180
2811,11,ירושלים ,3000,ירושלים ,181 ,חיי אדם ,official ,181
2812,11,ירושלים ,3000,ירושלים ,9667 ,ככר נעמת ,synonym of 181 ,181
2813,11,ירושלים ,3000,ירושלים ,9668 ,נעמת ככר ,synonym of 181 ,181
2814,11,ירושלים ,3000,ירושלים ,182 ,בתי ורשא ,official ,182
2815,11,ירושלים ,3000,ירושלים ,9669 ,ק אגודת ורש ,synonym of 182 ,182
2816,11,ירושלים ,3000,ירושלים ,9670 ,ורשא ,synonym of 182 ,182
2817,11,ירושלים ,3000,ירושלים ,9671 ,בתי ורשה ,synonym of 182 ,182
2818,11,ירושלים ,3000,ירושלים ,183 ,אוריאל ,official ,183
2819,11,ירושלים ,3000,ירושלים ,184 ,אבן יהושע ,official ,184
2820,11,ירושלים ,3000,ירושלים ,185 ,שערי משה ,official ,185
2821,11,ירושלים ,3000,ירושלים ,186 ,בתי ויטנברג ,official ,186
2822,11,ירושלים ,3000,ירושלים ,9672 ,בתי ורנר ,synonym of 186 ,186
2823,11,ירושלים ,3000,ירושלים ,187 ,חזנוביץ ,official ,187
2824,11,ירושלים ,3000,ירושלים ,188 ,הרקח ,official ,188
2825,11,ירושלים ,3000,ירושלים ,189 ,אברהם מסלונים ,official ,189
2826,11,ירושלים ,3000,ירושלים ,9673 ,סלונים ,synonym of 189 ,189
2827,11,ירושלים ,3000,ירושלים ,9674 ,אברהם מסלוני ,synonym of 189 ,189
2828,11,ירושלים ,3000,ירושלים ,9675 ,אברהם מסלונ ,synonym of 189 ,189
2829,11,ירושלים ,3000,ירושלים ,9676 ,בוני המולדת ,synonym of 189 ,189
2830,11,ירושלים ,3000,ירושלים ,9677 ,אברם מסלונים ,synonym of 189 ,189
2831,11,ירושלים ,3000,ירושלים ,9678 ,בוני מולדת ,synonym of 189 ,189
2832,11,ירושלים ,3000,ירושלים ,9679 ,מסלונים אברהם ,synonym of 189 ,189
2833,11,ירושלים ,3000,ירושלים ,9680 ,מסלונים ,synonym of 189 ,189
2834,11,ירושלים ,3000,ירושלים ,9681 ,הרב מסלונים ,synonym of 189 ,189
2835,11,ירושלים ,3000,ירושלים ,9682 ,הרב סלונים ,synonym of 189 ,189
2836,11,ירושלים ,3000,ירושלים ,190 ,לנדנר ,official ,190
2837,11,ירושלים ,3000,ירושלים ,191 ,אדלמן ,official ,191
2838,11,ירושלים ,3000,ירושלים ,9683 ,אידלמן ,synonym of 191 ,191
2839,11,ירושלים ,3000,ירושלים ,192 ,יצחק שמיר ,official ,192
2840,11,ירושלים ,3000,ירושלים ,9684 ,שמיר יצחק ,synonym of 192 ,192
2841,11,ירושלים ,3000,ירושלים ,193 ,ורהפטיג זרח ,official ,193
2842,11,ירושלים ,3000,ירושלים ,9685 ,זרח ורהפטיג ,synonym of 193 ,193
2843,11,ירושלים ,3000,ירושלים ,9686 ,ורהפטיג ,synonym of 193 ,193
2844,11,ירושלים ,3000,ירושלים ,194 ,מחנה יצחק ,official ,194
2845,11,ירושלים ,3000,ירושלים ,195 ,הורביץ ,official ,195
2846,11,ירושלים ,3000,ירושלים ,9687 ,יוסף גרשון ,synonym of 195 ,195
2847,11,ירושלים ,3000,ירושלים ,9688 ,הורוביץ ,synonym of 195 ,195
2848,11,ירושלים ,3000,ירושלים ,9689 ,גרשון הורביץ ,synonym of 195 ,195
2849,11,ירושלים ,3000,ירושלים ,196 ,תוספות יום טוב ,official ,196
2850,11,ירושלים ,3000,ירושלים ,197 ,המסגר ,official ,197
2851,11,ירושלים ,3000,ירושלים ,198 ,משה ואסתר לעזער ,official ,198
2852,11,ירושלים ,3000,ירושלים ,9690 ,לעזער משה ואסתר ,synonym of 198 ,198
2853,11,ירושלים ,3000,ירושלים ,199 ,רבי נחמן מברסלב ,official ,199
2854,11,ירושלים ,3000,ירושלים ,9691 ,ברסלב נחמן ,synonym of 199 ,199
2855,11,ירושלים ,3000,ירושלים ,9692 ,נחמן מברסלב ,synonym of 199 ,199
2856,11,ירושלים ,3000,ירושלים ,200 ,נציבין ,official ,200
2857,11,ירושלים ,3000,ירושלים ,201 ,רבי שלמה ,official ,201
2858,11,ירושלים ,3000,ירושלים ,9693 ,שלמה מזוויל ,synonym of 201 ,201
2859,11,ירושלים ,3000,ירושלים ,9694 ,רבי שלמה מזעוויל ,synonym of 201 ,201
2860,11,ירושלים ,3000,ירושלים ,9695 ,האדמור מזוועהיל ,synonym of 201 ,201
2861,11,ירושלים ,3000,ירושלים ,202 ,אבינדב ,official ,202
2862,11,ירושלים ,3000,ירושלים ,9696 ,אבנדב ,synonym of 202 ,202
2863,11,ירושלים ,3000,ירושלים ,203 ,האדמורים ליינער ,official ,203
2864,11,ירושלים ,3000,ירושלים ,9697 ,האדמורים מלינער ,synonym of 203 ,203
2865,11,ירושלים ,3000,ירושלים ,9698 ,האדמורים ,synonym of 203 ,203
2866,11,ירושלים ,3000,ירושלים ,9699 ,האדמורים ,synonym of 203 ,203
2867,11,ירושלים ,3000,ירושלים ,204 ,מבוא סם שפיגל ,official ,204
2868,11,ירושלים ,3000,ירושלים ,9700 ,סם שפיגל ,synonym of 204 ,204
2869,11,ירושלים ,3000,ירושלים ,9701 ,שפיגל סם ,synonym of 204 ,204
2870,11,ירושלים ,3000,ירושלים ,9702 ,שפיגל ,synonym of 204 ,204
2871,11,ירושלים ,3000,ירושלים ,9703 ,סם שפיגל מבוא ,synonym of 204 ,204
2872,11,ירושלים ,3000,ירושלים ,9704 ,שפיגל סם מבוא ,synonym of 204 ,204
2873,11,ירושלים ,3000,ירושלים ,205 ,נחלת צבי ,official ,205
2874,11,ירושלים ,3000,ירושלים ,9705 ,נחלת דב ,synonym of 205 ,205
2875,11,ירושלים ,3000,ירושלים ,206 ,תימא ,official ,206
2876,11,ירושלים ,3000,ירושלים ,207 ,רבי אברהם נאה ,official ,207
2877,11,ירושלים ,3000,ירושלים ,9706 ,רבי אברהם ,synonym of 207 ,207
2878,11,ירושלים ,3000,ירושלים ,208 ,אוצר הספרים ,official ,208
2879,11,ירושלים ,3000,ירושלים ,9707 ,אוצר ספרים ,synonym of 208 ,208
2880,11,ירושלים ,3000,ירושלים ,209 ,שומרי אמונים ,official ,209
2881,11,ירושלים ,3000,ירושלים ,9708 ,ש שומרי אמונ ,synonym of 209 ,209
2882,11,ירושלים ,3000,ירושלים ,9709 ,ק שומרי אמונים ,synonym of 209 ,209
2883,11,ירושלים ,3000,ירושלים ,9710 ,ש שומרי אמון ,synonym of 209 ,209
2884,11,ירושלים ,3000,ירושלים ,210 ,הסנהדרין ,official ,210
2885,11,ירושלים ,3000,ירושלים ,9711 ,סנהדרין ,synonym of 210 ,210
2886,11,ירושלים ,3000,ירושלים ,211 ,דלמן ,official ,211
2887,11,ירושלים ,3000,ירושלים ,212 ,אלישיב ,official ,212
2888,11,ירושלים ,3000,ירושלים ,213 ,יקים ,official ,213
2889,11,ירושלים ,3000,ירושלים ,9712 ,נחלת שמעון ,synonym of 213 ,213
2890,11,ירושלים ,3000,ירושלים ,9713 ,ב יוסף צבי ,synonym of 213 ,213
2891,11,ירושלים ,3000,ירושלים ,9714 ,בית יוסף צבי ,synonym of 213 ,213
2892,11,ירושלים ,3000,ירושלים ,214 ,פתחיה ,official ,214
2893,11,ירושלים ,3000,ירושלים ,215 ,שמריה ,official ,215
2894,11,ירושלים ,3000,ירושלים ,9715 ,שמריהו ,synonym of 215 ,215
2895,11,ירושלים ,3000,ירושלים ,216 ,גמול ,official ,216
2896,11,ירושלים ,3000,ירושלים ,9716 ,גמיל ,synonym of 216 ,216
2897,11,ירושלים ,3000,ירושלים ,217 ,קונדר ,official ,217
2898,11,ירושלים ,3000,ירושלים ,9717 ,קנדר ,synonym of 217 ,217
